"","Bias.Coef..mean.","Bias.Coef..sd.","Width..mean.","Width..sd.","MSE..mean.","MSE..sd.","Coverage","it..mean.","it..sd.","miss","actual_missing..mean.","actual_missing..sd.","dist","mp","m","k","tail","hmi","pmass","std","method"
"453",-0.838708644672818,2.62317649490194,0.121424485341845,0.00778198936893686,2.37168265926744,0.0723270529089742,0.968,5,0,0.2,0.237957333333333,0.0069097967167397,"pois","MAR",5,10,"left","False",0.25,0.0309762032107799,"pmm"
"454",-0.722662038898231,2.78197586973621,0.119936343894214,0.00513998629529515,2.36041527297735,0.0819066347283834,0.96,10,0,0.2,0.239003333333333,0.00738549554494784,"pois","MAR",10,10,"left","False",0.25,0.0305965683145857,"pmm"
"455",-0.519947784865782,2.56283491248569,0.119624359808406,0.00334082341232251,2.36447348136984,0.0731577332368008,0.972,25,0,0.2,0.238907333333333,0.00730139040031265,"pois","MAR",25,10,"left","False",0.25,0.0305169790751227,"pmm"
"456",-0.643667451781214,2.73529878966979,0.119283787847678,0.00277297991564901,2.36419356776365,0.0740278676191786,0.972,40,0,0.2,0.238612666666667,0.00720431781025179,"pois","MAR",40,10,"left","False",0.25,0.0304300968764151,"pmm"
"457",-0.631372322880688,2.73208588712404,0.118695285043729,0.00318032681706117,2.36487181618534,0.080679286243999,0.962,27.33,13.483512153738,0.2,0.238630666666667,0.00711658732196206,"pois","MAR",10,1,"left","True",0.25,0.030279965851409,"pmm"
"458",-0.719135531511023,2.55817213218723,0.118776860256489,0.00330030087258374,2.37034768465365,0.0812072115659557,0.976,27.346,14.4505461488485,0.2,0.238939333333333,0.00729932170364708,"pois","MAR",10,3,"left","True",0.25,0.03030077623706,"pmm"
"459",-0.660265034167235,2.6561194097252,0.118919177136436,0.00345348984859333,2.36869795225341,0.0768692745724147,0.982,27.714,14.1854927302509,0.2,0.238348,0.00729552422912691,"pois","MAR",10,5,"left","True",0.25,0.0303370822307085,"pmm"
"460",-0.613570068512355,2.70054986329137,0.11881867736038,0.00323141148712754,2.36948952853683,0.0759902234570265,0.968,26.872,13.0976187148657,0.2,0.238608,0.00695280138585241,"pois","MAR",10,10,"left","True",0.25,0.030311444061627,"pmm"
"461",-0.907063929781372,3.52827535944716,0.139489670478124,0.0258249590683034,1.85533488539369,0.0686376076014488,0.932,5,0,0.4,0.417122666666667,0.0081798164608586,"pois","MAR",5,1,"left","False",0.25,0.0355847534899623,"pmm"
"462",-1.00254030665068,3.52979019866943,0.136883971543186,0.015692184391723,1.85634693265703,0.0705328435499093,0.93,10,0,0.4,0.417594,0.0082978074480217,"pois","MAR",10,1,"left","False",0.25,0.0349200221593129,"pmm"
"463",-0.898972813617898,3.60565575051485,0.135997186712032,0.00991303525527078,1.86034656041221,0.0760115998384717,0.926,25,0,0.4,0.417328666666667,0.00813195209583092,"pois","MAR",25,1,"left","False",0.25,0.034693797382187,"pmm"
"464",-0.810473630324971,3.47508688167495,0.135393616578222,0.00817223814459406,1.86211417047846,0.069274041552225,0.938,40,0,0.4,0.416381333333333,0.00788347966037559,"pois","MAR",40,1,"left","False",0.25,0.0345398225799529,"pmm"
"465",-0.882644511960586,3.69319577814018,0.137910747786764,0.0240655523515161,1.85932686602503,0.0700408158501902,0.914,5,0,0.4,0.416642666666667,0.00787377373874109,"pois","MAR",5,3,"left","False",0.25,0.0351819596876746,"pmm"
"466",-1.02334308262681,3.4808873055791,0.136197554738098,0.0162756763868419,1.86049350520632,0.0673742828931737,0.944,10,0,0.4,0.416526,0.0084156726541746,"pois","MAR",10,3,"left","False",0.25,0.0347449126138049,"pmm"
"467",-0.93762843174335,3.32538116264801,0.13539194645226,0.00993891517448491,1.85833721144055,0.0737276625392358,0.954,25,0,0.4,0.416318,0.00815736806683245,"pois","MAR",25,3,"left","False",0.25,0.0345393965195824,"pmm"
"468",-0.765706512422124,3.39271783723285,0.135322940354072,0.00856881741520774,1.86101790095886,0.0704706739788295,0.954,40,0,0.4,0.416806,0.00833039465518358,"pois","MAR",40,3,"left","False",0.25,0.03452179259963,"pmm"
"469",-0.853446408037967,3.57190290908017,0.137504325668765,0.0244690208584362,1.85725266402383,0.0720017694512244,0.934,5,0,0.4,0.41731,0.00805600604104375,"pois","MAR",5,5,"left","False",0.25,0.0350782786707773,"pmm"
"470",-1.27604955975224,3.51133549434413,0.135304859175727,0.0156586085384934,1.85493484752254,0.0709924097780302,0.918,10,0,0.4,0.416899333333333,0.00841083161431998,"pois","MAR",10,5,"left","False",0.25,0.0345171799693753,"pmm"
"471",-0.722735230272809,3.53943528574177,0.135512646182804,0.00983062427901837,1.86049889516245,0.0724675618550984,0.936,25,0,0.4,0.417445333333333,0.0080982241125927,"pois","MAR",25,5,"left","False",0.25,0.0345701878329683,"pmm"
"472",-0.700599802526266,3.37426373157648,0.134707176458454,0.00764333799283394,1.85487976458972,0.0691893088163838,0.944,40,0,0.4,0.416921333333333,0.00807126799896467,"pois","MAR",40,5,"left","False",0.25,0.0343647070867132,"pmm"
"473",-1.00283963125463,3.50576795296556,0.138937934040339,0.0256807765212538,1.86013112639989,0.072651732867276,0.926,5,0,0.4,0.416864666666667,0.00784444009757512,"pois","MAR",5,10,"left","False",0.25,0.0354440018123452,"pmm"
"474",-0.94882846741951,3.51477121503443,0.137917593835173,0.0163609953601627,1.86048743118017,0.0708928117845137,0.934,10,0,0.4,0.417453333333333,0.00805422180529497,"pois","MAR",10,10,"left","False",0.25,0.0351837061606872,"pmm"
"475",-0.950096592126986,3.56289100742979,0.135448346029299,0.00925661909504358,1.86658122141901,0.0733180707488053,0.936,25,0,0.4,0.416546666666667,0.00822836827350626,"pois","MAR",25,10,"left","False",0.25,0.0345537844311676,"pmm"
"476",-0.861074919642534,3.44363473812607,0.134774726326265,0.00844513400436092,1.85531564050112,0.0740397349648749,0.928,40,0,0.4,0.416769333333333,0.00846551918733347,"pois","MAR",40,10,"left","False",0.25,0.0343819395124989,"pmm"
"477",-1.13123634709312,3.62697674463455,0.134222132392561,0.00589780960142968,1.85513030841949,0.0722225458784198,0.928,96.922,25.4537996377751,0.4,0.417326,0.00831225010317771,"pois","MAR",10,1,"left","True",0.25,0.0342409690819034,"pmm"
"478",-0.844618265255342,3.62462918592005,0.13384675688816,0.00632700132960078,1.85636880341074,0.0724630534729811,0.934,95.786,26.9960034819971,0.4,0.416981333333333,0.00778049458582165,"pois","MAR",10,3,"left","True",0.25,0.0341452082650311,"pmm"
"479",-0.9550932154759,3.29669232775112,0.134403317215774,0.00597429568609215,1.85602761953167,0.0670715597582713,0.95,96.346,25.4048476476439,0.4,0.417514666666667,0.00803038717760372,"pois","MAR",10,5,"left","True",0.25,0.0342871905494004,"pmm"
"480",-0.63688737535408,3.33442246031456,0.134132664441944,0.00607476399902748,1.8547076349621,0.0694034090997943,0.954,95.916,26.216425080472,0.4,0.416428666666667,0.0078383686227854,"pois","MAR",10,10,"left","True",0.25,0.0342181452057193,"pmm"
"481",-0.588064694574561,2.27719698821614,0.117227709083014,0.00253596922712187,2.55159319583958,0.0768233714962221,0.978,5,0,0.1,0.133894666666667,0.00593741567425499,"pois","MAR",5,1,"right","False",0.25,0.0299055773493011,"pmm"
"482",-0.594300145321709,2.2881246675795,0.116996342927588,0.00219538614176359,2.55237364334962,0.0817592599973757,0.988,10,0,0.1,0.134051333333333,0.00587641504471713,"pois","MAR",10,1,"right","False",0.25,0.0298465542863136,"pmm"
"483",-0.638820326756517,2.24970242128351,0.116788162366429,0.00180400144770299,2.54736206871312,0.072016643219361,0.984,25,0,0.1,0.13403,0.005719769808888,"pois","MAR",25,1,"right","False",0.25,0.0297934460244269,"pmm"
"484",-0.516251477312255,2.1891934857368,0.116805700339504,0.00174454944691861,2.55329256921516,0.0753861914056423,0.996,40,0,0.1,0.133756666666667,0.00556430189292022,"pois","MAR",40,1,"right","False",0.25,0.0297979200793617,"pmm"
"485",-0.537389373516086,2.25014371449696,0.117257573323495,0.00273064579247257,2.55423469542983,0.0778667891075275,0.984,5,0,0.1,0.133503333333333,0.00565494768617123,"pois","MAR",5,3,"right","False",0.25,0.0299131959179879,"pmm"
"486",-0.439915149808461,2.27930006799549,0.116803276495988,0.00195785739783436,2.54588658611849,0.0719470901541054,0.99,10,0,0.1,0.133728666666667,0.00579489626021611,"pois","MAR",10,3,"right","False",0.25,0.0297973017405719,"pmm"
"487",-0.743819992482709,2.33776508255421,0.116828322418744,0.00183021015741395,2.55048430674169,0.0762911724235717,0.982,25,0,0.1,0.133752666666667,0.00595501129768496,"pois","MAR",25,3,"right","False",0.25,0.0298036911239878,"pmm"
"488",-0.584389188355641,2.12126590862834,0.116937784677275,0.00183075250905092,2.55784772120894,0.0772035388270534,0.992,40,0,0.1,0.133726666666667,0.00565461070474548,"pois","MAR",40,3,"right","False",0.25,0.0298316156826517,"pmm"
"489",-0.398021075756798,2.49009277215059,0.117225672794173,0.00260227836263024,2.54894146645468,0.0737471220721251,0.984,5,0,0.1,0.134068,0.00552704847897039,"pois","MAR",5,5,"right","False",0.25,0.0299050578783171,"pmm"
"490",-0.623876440244776,2.17429922811766,0.116898112168125,0.00211156705068025,2.54948303307656,0.0783000215616794,0.99,10,0,0.1,0.133489333333333,0.00579096015834642,"pois","MAR",10,5,"right","False",0.25,0.0298214949586322,"pmm"
"491",-0.662053934946095,2.3703740373346,0.116738343162441,0.00174989217509536,2.54767685248618,0.0740879499912181,0.978,25,0,0.1,0.134422666666667,0.00604718645321938,"pois","MAR",25,5,"right","False",0.25,0.0297807368102827,"pmm"
"492",-0.578100078668884,2.18187510719279,0.116711710026201,0.00170718413619279,2.54679064892591,0.0726518004078626,0.99,40,0,0.1,0.133674666666667,0.00569615293177968,"pois","MAR",40,5,"right","False",0.25,0.0297739425180279,"pmm"
"493",-0.52739776972136,2.43845762572135,0.11705577312535,0.00248924784220464,2.54677540323233,0.0769117359563165,0.984,5,0,0.1,0.134164666666667,0.0057887819098667,"pois","MAR",5,10,"right","False",0.25,0.0298617153296363,"pmm"
"494",-0.628308222953583,2.23344182111171,0.116956963954735,0.00210116738752615,2.54761992532121,0.0740897847348594,0.984,10,0,0.1,0.133619333333333,0.00589170637421791,"pois","MAR",10,10,"right","False",0.25,0.0298365084453787,"pmm"
"495",-0.63200281559406,2.30417704039684,0.116756618040339,0.0017802688657794,2.55070332099354,0.0769306209902853,0.986,25,0,0.1,0.133786,0.00626082916056474,"pois","MAR",25,10,"right","False",0.25,0.0297853988545969,"pmm"
"496",-0.489612460097341,2.25226383850683,0.116793743047543,0.00167173797540323,2.55163341040684,0.0724525353795377,0.99,40,0,0.1,0.133781333333333,0.00559425959751998,"pois","MAR",40,10,"right","False",0.25,0.0297948696937285,"pmm"
"497",-0.624528087720375,2.33974198104162,0.116750023779984,0.00197360256439964,2.54813235825431,0.0749471032866684,0.99,10.418,1.48434362598423,0.1,0.134034,0.00598326922899736,"pois","MAR",5,1,"right","True",0.25,0.0297837166144106,"pmm"
"498",-0.593461878100486,2.30126345145816,0.116653633078028,0.00208207520943304,2.54537307819965,0.0777736765368924,0.984,10.416,1.68965795355155,0.1,0.133586,0.00580547094462533,"pois","MAR",5,3,"right","True",0.25,0.0297591266977801,"pmm"
"499",-0.494710022650521,2.13066789078399,0.116936689656716,0.00207581057716807,2.55205998453618,0.076513191354424,0.992,10.558,2.26861984475143,0.1,0.134452,0.00583880946769117,"pois","MAR",5,5,"right","True",0.25,0.0298313363355394,"pmm"
"500",-0.528023648399654,2.27285767045352,0.116781164427644,0.00200910737754859,2.54625023758463,0.0741337996296303,0.986,10.474,1.59038485908286,0.1,0.134120666666667,0.00591760984031748,"pois","MAR",5,10,"right","True",0.25,0.0297916608031572,"pmm"
"501",-1.03940209681193,2.68258003761074,0.116721898828178,0.00668021898012439,2.21027793985343,0.0727009268927462,0.946,5,0,0.2,0.238961333333333,0.00734389046154088,"pois","MAR",5,1,"right","False",0.25,0.0297765417499674,"pmm"
"502",-0.794291212307439,2.77187987238272,0.115836965238106,0.00488160082153699,2.20861386228634,0.069665242082249,0.96,10,0,0.2,0.23909,0.00733109890201402,"pois","MAR",10,1,"right","False",0.25,0.0295507892368971,"pmm"
"503",-1.05921968201091,2.68289871313909,0.115310367251108,0.00309862858527935,2.20539091256563,0.0737679822710641,0.964,25,0,0.2,0.238769333333333,0.00733125073458365,"pois","MAR",25,1,"right","False",0.25,0.0294164505472196,"pmm"
"504",-1.00338291301011,2.68455055311688,0.115421625626352,0.00283156228006628,2.20891490838434,0.0746652755144117,0.96,40,0,0.2,0.238775333333333,0.00723396098659341,"pois","MAR",40,1,"right","False",0.25,0.029444833307342,"pmm"
"505",-0.899482022265252,2.71291225383187,0.116623187556528,0.00733006715353658,2.2045715034039,0.0725484163709235,0.96,5,0,0.2,0.238706666666667,0.0068579037937583,"pois","MAR",5,3,"right","False",0.25,0.0297513598403945,"pmm"
"506",-0.976284601778038,2.68582280733666,0.116109857468728,0.00497224335013066,2.20868346754723,0.0748851610295813,0.964,10,0,0.2,0.238741333333333,0.00744966683818813,"pois","MAR",10,3,"right","False",0.25,0.0296204058810743,"pmm"
"507",-1.06148133042606,2.81561639991923,0.115551905208369,0.00308776867611039,2.21271626126309,0.0704977496933917,0.938,25,0,0.2,0.238545333333333,0.00716432135267845,"pois","MAR",25,3,"right","False",0.25,0.029478068505296,"pmm"
"508",-0.838595406191289,2.73705745687762,0.115348335948478,0.00265302887686511,2.20957387669016,0.0744074228365784,0.954,40,0,0.2,0.238294666666667,0.00697572412808241,"pois","MAR",40,3,"right","False",0.25,0.0294261366173896,"pmm"
"509",-0.890547788135185,2.78070177801423,0.116716793255916,0.00683467195136554,2.20462969353598,0.0712265438297494,0.958,5,0,0.2,0.239765333333333,0.00685368014686676,"pois","MAR",5,5,"right","False",0.25,0.0297752392841304,"pmm"
"510",-1.1229605744276,2.80441832016537,0.11567004321852,0.00445623628065065,2.20510282259239,0.07015974124443,0.944,10,0,0.2,0.238550666666667,0.0068001216982574,"pois","MAR",10,5,"right","False",0.25,0.0295082063065724,"pmm"
"511",-1.1367635742167,2.87133654040544,0.115672938855782,0.00325435149667896,2.20584917132917,0.0731812176418365,0.944,25,0,0.2,0.239398,0.00750188394116216,"pois","MAR",25,5,"right","False",0.25,0.029508945003121,"pmm"
